index,Country Name,Travel Destination,Checking,Things to Do,location,reviewcount,rating
108,Indonesia,Nusa Tenggara Barat,Nusa Tenggara Barat,"['Tur (734)', 'Aktivitas Luar Ruangan (717)', 'Tur dengan Perahu & Olahraga Air (304)', 'Transportasi (127)', 'Wisata Alam & Taman (122)', 'Spa & Kebugaran (84)', 'Tempat Belanja (45)', 'Pemandangan & Tengara (42)', 'Kursus & Sanggar (23)', 'Makanan & Minuman (18)', 'Hiburan malam (17)', 'Hiburan & Permainan (14)', 'Museum (5)', 'Taman Air & Taman Hiburan (3)', 'Kebun Binatang & Akuarium (1)', '', 'Lihat semua', 'Cocok untuk Pasangan (240)', 'Harga terjangkau (202)', 'Cocok untuk Kelompok Besar (180)', 'Cocok untuk Penggemar Aktivitas Ekstrem (148)', 'Bagus Saat Hujan (112)', 'Berjiwa petualang (110)', 'Cocok untuk Anak-Anak (104)', 'Lokasi bulan madu (90)', 'Masuk Gratis (51)', 'Tempat yang Belum Populer (34)']",Indonesia,276032,3
109,Indonesia,Cianjur,Cianjur,"['Pemandangan & Tengara (8)', 'Wisata Alam & Taman (7)', 'Tur (5)', 'Aktivitas Luar Ruangan (3)', 'Makanan & Minuman (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Kursus & Sanggar (1)', 'Cocok untuk Pasangan (3)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)', 'Lokasi bulan madu (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)']","Jawa Barat, Indonesia",1109,4
110,Indonesia,Pulau Bangka,Pulau Bangka,"['Wisata Alam & Taman (23)', 'Aktivitas Luar Ruangan (19)', 'Pemandangan & Tengara (9)', 'Tur (7)', 'Tur dengan Perahu & Olahraga Air (3)', 'Tempat Belanja (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Museum (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (3)', 'Lokasi bulan madu (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Kepulauan Bangka Belitung, Indonesia",2811,3
111,Indonesia,Pulau Bangka,Pulau Bangka,"['Wisata Alam & Taman (23)', 'Aktivitas Luar Ruangan (19)', 'Pemandangan & Tengara (9)', 'Tur (7)', 'Tur dengan Perahu & Olahraga Air (3)', 'Tempat Belanja (2)', 'Transportasi (2)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Museum (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (3)', 'Lokasi bulan madu (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Sulawesi Utara, Indonesia",911,1
112,Indonesia,Jayapura,Jayapura,"['Wisata Alam & Taman (7)', 'Pemandangan & Tengara (6)', 'Aktivitas Luar Ruangan (6)', 'Tempat Belanja (2)', 'Tur (2)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Masuk Gratis (4)', 'Cocok untuk Kelompok Besar (3)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Papua, Indonesia",1655,3
113,Indonesia,Sorong,Sorong,"['Aktivitas Luar Ruangan (21)', 'Tur (19)', 'Tur dengan Perahu & Olahraga Air (17)', 'Wisata Alam & Taman (5)', 'Pemandangan & Tengara (2)', 'Transportasi (2)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Berjiwa petualang (2)', 'Harga terjangkau (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Papua Barat, Indonesia",2620,1
114,Indonesia,Pangkalan Bun,Pangkalan Bun,"['Tur (32)', 'Aktivitas Luar Ruangan (29)', 'Tur dengan Perahu & Olahraga Air (11)', 'Transportasi (4)', 'Tempat Belanja (2)', 'Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (14)', 'Cocok untuk Anak-Anak (11)', 'Cocok untuk Kelompok Besar (9)', 'Berjiwa petualang (8)', 'Harga terjangkau (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']","Kalimantan Tengah, Indonesia",2365,3
115,Indonesia,Bitung,Bitung,"['Tur (11)', 'Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (6)', 'Pemandangan & Tengara (3)', 'Tur dengan Perahu & Olahraga Air (2)', 'Transportasi (2)', 'Museum (1)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Berjiwa petualang (2)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']","Sulawesi Utara, Indonesia",3743,2
116,Indonesia,Pematang Siantar,Pematang Siantar,"['Pemandangan & Tengara (3)', 'Wisata Alam & Taman (3)', 'Tempat Belanja (1)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Sumatera Utara, Indonesia",696,4
117,Indonesia,Palu,Palu,"['Wisata Alam & Taman (6)', 'Aktivitas Luar Ruangan (5)', 'Pemandangan & Tengara (4)', 'Tur (3)', 'Tempat Belanja (2)', 'Spa & Kebugaran (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Sulawesi Tengah, Indonesia",1442,2
118,Indonesia,Wonosobo,Wonosobo,"['Wisata Alam & Taman (10)', 'Pemandangan & Tengara (6)', 'Aktivitas Luar Ruangan (5)', 'Tur (4)', 'Transportasi (3)', 'Tempat Belanja (2)', 'Spa & Kebugaran (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (5)', 'Harga terjangkau (4)', 'Masuk Gratis (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Lokasi bulan madu (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Jawa Tengah, Indonesia",1448,1
119,Indonesia,Trawas,Trawas,"['Pemandangan & Tengara (2)', 'Taman Air & Taman Hiburan (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Anak-Anak (2)', 'Harga terjangkau (1)']","Jawa Timur, Indonesia",310,4
120,Indonesia,Prigen,Prigen,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)', 'Tur (1)', 'Kebun Binatang & Akuarium (1)', 'Berjiwa petualang (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']","Jawa Timur, Indonesia",966,3
121,Indonesia,Parangtritis,Parangtritis,"['Pemandangan & Tengara (3)', 'Aktivitas Luar Ruangan (3)', 'Wisata Alam & Taman (2)', 'Museum (1)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Masuk Gratis (2)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Yogyakarta, Indonesia",730,1
122,Indonesia,Kupang,Kupang,"['Wisata Alam & Taman (23)', 'Aktivitas Luar Ruangan (15)', 'Tempat Belanja (4)', 'Pemandangan & Tengara (2)', 'Taman Air & Taman Hiburan (2)', 'Hiburan & Permainan (2)', 'Hiburan malam (1)', 'Tur (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (5)', 'Masuk Gratis (3)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Timor Barat, Indonesia",3464,5
123,Indonesia,Seririt,Seririt,"['Tur (2)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Taman Air & Taman Hiburan (1)', 'Harga terjangkau (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Kabupaten Buleleng, Indonesia",2078,4
124,Indonesia,Jawa Tengah,Jawa Tengah,"['Wisata Alam & Taman (217)', 'Pemandangan & Tengara (215)', 'Aktivitas Luar Ruangan (149)', 'Tur (122)', 'Tempat Belanja (78)', 'Tur dengan Perahu & Olahraga Air (44)', 'Transportasi (44)', 'Museum (39)', 'Spa & Kebugaran (36)', 'Hiburan & Permainan (30)', 'Taman Air & Taman Hiburan (24)', 'Hiburan malam (20)', 'Makanan & Minuman (13)', 'Kursus & Sanggar (12)', 'Kebun Binatang & Akuarium (8)', '', '', '', 'Lihat semua', 'Cocok untuk Anak-Anak (117)', 'Harga terjangkau (100)', 'Cocok untuk Kelompok Besar (71)', 'Masuk Gratis (60)', 'Cocok untuk Pasangan (39)', 'Bagus Saat Hujan (24)', 'Cocok untuk Penggemar Aktivitas Ekstrem (18)', 'Lokasi bulan madu (13)', 'Tempat yang Belum Populer (13)', 'Berjiwa petualang (13)']","Jawa, Indonesia",117705,5
125,Indonesia,Bantul,Bantul,"['Tur (27)', 'Wisata Alam & Taman (20)', 'Aktivitas Luar Ruangan (20)', 'Pemandangan & Tengara (17)', 'Transportasi (7)', 'Tempat Belanja (6)', 'Kursus & Sanggar (6)', 'Tur dengan Perahu & Olahraga Air (6)', 'Hiburan & Permainan (6)', 'Museum (5)', 'Makanan & Minuman (2)', 'Taman Air & Taman Hiburan (1)', 'Sumber Informasi Wisatawan (1)', 'Cocok untuk Anak-Anak (16)', 'Cocok untuk Pasangan (15)', 'Harga terjangkau (14)', 'Cocok untuk Kelompok Besar (9)', 'Tempat yang Belum Populer (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Lokasi bulan madu (3)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)']","Yogyakarta, Indonesia",3668,3
126,Indonesia,Gunung Kidul,Gunung Kidul,"['Wisata Alam & Taman (40)', 'Aktivitas Luar Ruangan (29)', 'Pemandangan & Tengara (10)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Harga terjangkau (11)', 'Cocok untuk Anak-Anak (9)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Berjiwa petualang (5)', 'Masuk Gratis (4)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (2)']","Jawa, Indonesia",1829,5
127,Indonesia,Pulau Rote,Pulau Rote,"['Aktivitas Luar Ruangan (10)', 'Wisata Alam & Taman (9)', 'Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Hiburan malam (1)', 'Transportasi (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Timor Barat, Indonesia",856,4
128,Indonesia,Pulau Komodo,Pulau Komodo,"['Tur (23)', 'Aktivitas Luar Ruangan (23)', 'Tur dengan Perahu & Olahraga Air (14)', 'Wisata Alam & Taman (10)', 'Transportasi (8)', 'Pemandangan & Tengara (1)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Kelompok Besar (7)', 'Berjiwa petualang (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (3)', 'Masuk Gratis (2)']","Nusa Tenggara Timur, Indonesia",3762,5
129,Indonesia,Pulau Karimun,Pulau Karimun,"['Wisata Alam & Taman (3)', 'Aktivitas Luar Ruangan (2)', 'Spa & Kebugaran (1)']","Riau Archipelago, Indonesia",206,2
130,Indonesia,Cilacap,Cilacap,"['Wisata Alam & Taman (10)', 'Pemandangan & Tengara (6)', 'Aktivitas Luar Ruangan (4)', 'Museum (2)', 'Hiburan malam (1)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Cocok untuk Anak-Anak (4)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",1156,4
131,Indonesia,Tanjung Pinang,Tanjung Pinang,"['Pemandangan & Tengara (9)', 'Tur (7)', 'Aktivitas Luar Ruangan (6)', 'Transportasi (5)', 'Wisata Alam & Taman (4)', 'Hiburan malam (3)', 'Tempat Belanja (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Taman Air & Taman Hiburan (1)', 'Masuk Gratis (8)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (4)', 'Cocok untuk Kelompok Besar (4)', 'Bagus Saat Hujan (2)', 'Cocok untuk Pasangan (1)']","Bintan, Indonesia",2537,2
132,Indonesia,Berau,Berau,"['Wisata Alam & Taman (12)', 'Pemandangan & Tengara (6)', 'Aktivitas Luar Ruangan (6)', 'Tur (4)', 'Tur dengan Perahu & Olahraga Air (3)', 'Transportasi (2)', 'Tempat Belanja (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Kalimantan Timur, Indonesia",691,1
133,Indonesia,Pacitan,Pacitan,"['Wisata Alam & Taman (19)', 'Aktivitas Luar Ruangan (14)', 'Pemandangan & Tengara (3)', 'Tur (2)', 'Taman Air & Taman Hiburan (1)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (3)', 'Tempat yang Belum Populer (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Lokasi bulan madu (1)']","Jawa Timur, Indonesia",1183,1
134,Indonesia,Sibolga,Sibolga,"['Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)']","Sumatera Utara, Indonesia",134,3
135,Indonesia,Sidoarjo,Sidoarjo,"['Tur (14)', 'Aktivitas Luar Ruangan (12)', 'Tempat Belanja (5)', 'Pemandangan & Tengara (4)', 'Transportasi (4)', 'Wisata Alam & Taman (3)', 'Spa & Kebugaran (2)', 'Taman Air & Taman Hiburan (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Harga terjangkau (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Jawa Timur, Indonesia",2826,5
136,Indonesia,Medewi,Medewi,"['Tur (5)', 'Tur dengan Perahu & Olahraga Air (5)', 'Aktivitas Luar Ruangan (5)', 'Kursus & Sanggar (1)', 'Transportasi (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Bagus Saat Hujan (1)']","Bali, Indonesia",588,1
137,Indonesia,Ungaran,Ungaran,"['Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Harga terjangkau (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Jawa Tengah, Indonesia",827,5
138,Indonesia,Sabang,Sabang,"['Aktivitas Luar Ruangan (7)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Wisata Alam & Taman (4)', 'Transportasi (3)', 'Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Pasangan (4)', 'Cocok untuk Anak-Anak (3)', 'Lokasi bulan madu (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Masuk Gratis (3)', 'Berjiwa petualang (3)', 'Tempat yang Belum Populer (2)', 'Bagus Saat Hujan (2)']","Pulau Weh, Indonesia",2852,2
139,Indonesia,Pekalongan,Pekalongan,"['Tempat Belanja (6)', 'Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Hiburan malam (1)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Aktivitas Luar Ruangan (1)', 'Bagus Saat Hujan (3)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",1695,2
140,Indonesia,Karawang,Karawang,"['Pemandangan & Tengara (5)', 'Aktivitas Luar Ruangan (4)', 'Taman Air & Taman Hiburan (3)', 'Tempat Belanja (1)', 'Museum (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Anak-Anak (3)', 'Masuk Gratis (1)']","Kabupaten Karawang, Indonesia",2556,5
141,Indonesia,Klungkung,Klungkung,"['Tur (43)', 'Aktivitas Luar Ruangan (31)', 'Tur dengan Perahu & Olahraga Air (16)', 'Pemandangan & Tengara (9)', 'Transportasi (7)', 'Wisata Alam & Taman (6)', 'Kursus & Sanggar (3)', 'Museum (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kebun Binatang & Akuarium (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Pasangan (7)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (6)', 'Cocok untuk Kelompok Besar (6)', 'Lokasi bulan madu (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)']","Bali, Indonesia",2310,5
142,Indonesia,Tejakula,Tejakula,"['Tur (8)', 'Aktivitas Luar Ruangan (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Pemandangan & Tengara (3)', 'Tempat Belanja (2)', 'Spa & Kebugaran (2)', 'Wisata Alam & Taman (2)', 'Kursus & Sanggar (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (3)', 'Harga terjangkau (3)', 'Lokasi bulan madu (2)', 'Masuk Gratis (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Tempat yang Belum Populer (1)', 'Bagus Saat Hujan (1)']","Kabupaten Buleleng, Indonesia",3650,1
143,Indonesia,Purwakarta,Purwakarta,"['Pemandangan & Tengara (11)', 'Wisata Alam & Taman (11)', 'Tur (4)', 'Aktivitas Luar Ruangan (3)', 'Taman Air & Taman Hiburan (2)', 'Tempat Belanja (1)', 'Museum (1)', 'Transportasi (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']","Jawa Barat, Indonesia",1371,3
144,Indonesia,Mangsit,Mangsit,"['Spa & Kebugaran (2)', 'Cocok untuk Pasangan (2)', 'Bagus Saat Hujan (2)']","Senggigi, Indonesia",11059,2
145,Indonesia,Mambal,Mambal,"['Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (3)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Ubud, Indonesia",2111,5
146,Indonesia,Kepulauan Anambas,Kepulauan Anambas,"['Wisata Alam & Taman (4)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']","Riau, Indonesia",221,4
147,Indonesia,Cipanas,Cipanas,"['Pemandangan & Tengara (2)', 'Tur (1)']","Jawa Barat, Indonesia",610,3
148,Indonesia,Ngaglik,Ngaglik,['Spa & Kebugaran (1)'],"Sleman District, Indonesia",4685,2
149,Indonesia,Temanggung,Temanggung,"['Pemandangan & Tengara (6)', 'Wisata Alam & Taman (4)', 'Makanan & Minuman (1)', 'Tur (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Jawa Tengah, Indonesia",223,2
150,Indonesia,Keramas,Keramas,"['Aktivitas Luar Ruangan (4)', 'Tur (3)', 'Makanan & Minuman (2)', 'Pemandangan & Tengara (2)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Hiburan & Permainan (1)', 'Wisata Alam & Taman (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (3)', 'Harga terjangkau (3)', 'Bagus Saat Hujan (2)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Blahbatuh, Indonesia",2192,5
151,Indonesia,Bondalem,Bondalem,"['Tur (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Aktivitas Luar Ruangan (3)', 'Pemandangan & Tengara (1)']","Tejakula, Indonesia",716,4
152,Indonesia,Bengkulu,Bengkulu,"['Wisata Alam & Taman (12)', 'Aktivitas Luar Ruangan (10)', 'Pemandangan & Tengara (6)', 'Tur (2)', 'Museum (2)', 'Tempat Belanja (1)', 'Transportasi (1)', 'Acara (1)', 'Harga terjangkau (5)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Provinsi Bengkulu, Indonesia",1713,2
153,Indonesia,Gili Gede,Gili Gede,"['Tur (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Aktivitas Luar Ruangan (4)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)', 'Berjiwa petualang (1)']","Kepulauan Gili, Indonesia",872,2
154,Indonesia,Baturaden,Baturaden,"['Wisata Alam & Taman (4)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (1)']","Jawa Tengah, Indonesia",153,4
155,Indonesia,Bandar Neira,Bandar Neira,"['Pemandangan & Tengara (5)', 'Tur (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Aktivitas Luar Ruangan (2)', 'Museum (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (1)']","Kepulauan Maluku, Indonesia",721,4
156,Indonesia,Kebumen,Kebumen,"['Wisata Alam & Taman (15)', 'Aktivitas Luar Ruangan (8)', 'Pemandangan & Tengara (4)', 'Tur (1)', 'Kebun Binatang & Akuarium (1)', 'Cocok untuk Anak-Anak (5)', 'Harga terjangkau (2)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",514,4
157,Indonesia,Kepulauan Bangka Belitung,Kepulauan Bangka Belitung,"['Aktivitas Luar Ruangan (77)', 'Wisata Alam & Taman (76)', 'Pemandangan & Tengara (42)', 'Tur (31)', 'Tur dengan Perahu & Olahraga Air (13)', 'Museum (6)', 'Transportasi (6)', 'Tempat Belanja (5)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (2)', 'Hiburan malam (1)', 'Harga terjangkau (25)', 'Cocok untuk Anak-Anak (24)', 'Masuk Gratis (22)', 'Cocok untuk Kelompok Besar (19)', 'Cocok untuk Pasangan (9)', 'Lokasi bulan madu (9)', 'Tempat yang Belum Populer (9)', 'Bagus Saat Hujan (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Berjiwa petualang (1)']","Sumatra, Indonesia",13105,5
158,Indonesia,Sumatera Utara,Sumatera Utara,"['Aktivitas Luar Ruangan (202)', 'Tur (196)', 'Wisata Alam & Taman (73)', 'Pemandangan & Tengara (51)', 'Tur dengan Perahu & Olahraga Air (39)', 'Transportasi (37)', 'Tempat Belanja (31)', 'Spa & Kebugaran (20)', 'Hiburan malam (16)', 'Museum (16)', 'Makanan & Minuman (14)', 'Kursus & Sanggar (9)', 'Hiburan & Permainan (9)', 'Taman Air & Taman Hiburan (6)', 'Kebun Binatang & Akuarium (3)', '', '', 'Lihat semua', 'Harga terjangkau (71)', 'Cocok untuk Kelompok Besar (66)', 'Cocok untuk Anak-Anak (58)', 'Cocok untuk Pasangan (38)', 'Cocok untuk Penggemar Aktivitas Ekstrem (38)', 'Berjiwa petualang (37)', 'Masuk Gratis (27)', 'Bagus Saat Hujan (18)', 'Lokasi bulan madu (12)', 'Tempat yang Belum Populer (11)']","Sumatra, Indonesia",56180,3
159,Indonesia,Kudus,Kudus,"['Pemandangan & Tengara (6)', 'Museum (2)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",795,5
160,Indonesia,Mamuju,Mamuju,"['Wisata Alam & Taman (2)', 'Pemandangan & Tengara (1)']","Sulawesi Barat, Indonesia",162,1
161,Indonesia,Lampung,Lampung,"['Wisata Alam & Taman (40)', 'Aktivitas Luar Ruangan (22)', 'Pemandangan & Tengara (18)', 'Tur (7)', 'Tempat Belanja (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Taman Air & Taman Hiburan (4)', 'Transportasi (4)', 'Spa & Kebugaran (2)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Acara (1)', 'Cocok untuk Anak-Anak (16)', 'Harga terjangkau (11)', 'Cocok untuk Kelompok Besar (8)', 'Masuk Gratis (6)', 'Cocok untuk Pasangan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (4)', 'Bagus Saat Hujan (3)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Sumatra, Indonesia",9184,4
162,Indonesia,Alor,Alor,"['Aktivitas Luar Ruangan (7)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (6)', 'Wisata Alam & Taman (3)', 'Pemandangan & Tengara (1)', 'Kebun Binatang & Akuarium (1)', 'Museum (1)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (2)', 'Cocok untuk Anak-Anak (1)', 'Bagus Saat Hujan (1)']","Nusa Tenggara Timur, Indonesia",684,4
163,Indonesia,Panakkukang,Panakkukang,['Tempat Belanja (2)'],"Makassar, Indonesia",658,5
